2001,@ajoyvaldez2856,13 hours ago,Mapagpalang araw Ng linggo mga kapatid ❤❤ pagbati Mula sa lokal Ng Ambiong ❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzoWSE4D-YD8eZoEW14AaABAg,UgzoWSE4D-YD8eZoEW14AaABAg,UCcJYRuhoAeAgOVzUzLgRdmg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3110,@haielei2869,1 day ago,Matutulog po tayo mamaya na TOP 1 ang BENGUET!  / LETS GO BENGUET / FIGHT FIGHT FIGHT / - From Norcar,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxVOr9TPNDktkpS2Gx4AaABAg,UgxVOr9TPNDktkpS2Gx4AaABAg,UCf3PWHW8mj2mncX07kw9ZQw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3111,@haielei2869,1 day ago,Happy pananghalian po mga Kabagis 🤗 / Greetings po mula sa mga binhi at ilaw Norcar 🤗🤗,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxxIrFz8KOOlCfbeVV4AaABAg,UgxxIrFz8KOOlCfbeVV4AaABAg,UCf3PWHW8mj2mncX07kw9ZQw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3112,@NancyMoyano-r7u,1 day ago (edited),"Watching from Baguio City, Benguet ❤❤❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwFnidbVh1MATaIpG14AaABAg,UgwFnidbVh1MATaIpG14AaABAg,UCIZH5g0o-lHJidrq7pdjV5w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3113,@jepjep9698,1 day ago,Letss go mga kapatid sa benguet. Watching from lokal ng sayatan!!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxATtd7krNUtXzqeJ54AaABAg,UgxATtd7krNUtXzqeJ54AaABAg,UCEcs8evyYbz6BONzJbrCT7g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3114,@PHEBIE-f7h,1 day ago,Re watching here to support our District. / Go Benguet! /  /  /  / ❤❤AtokGold Buklod❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxaOzXQxqrx-fvvtGl4AaABAg,UgxaOzXQxqrx-fvvtGl4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3115,@Evym-u3k,1 day ago,"Let God / set you Free / and you'll find out / exactly where / you're meant to be"" / ❤lokal ng atok gold❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzLLfwnbxff7S8dAON4AaABAg,UgzLLfwnbxff7S8dAON4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3116,@Evym-u3k,1 day ago,hello everyone / always online / supporting our / God's Love / 💚🤍❤ / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyDzqGddfWwcIihK9Z4AaABAg,UgyDzqGddfWwcIihK9Z4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3117,@Evym-u3k,1 day ago,😊 I / know / But I swear / It gets better…. / 😊lokal ng atok gold😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxroAr10beppw6BMkB4AaABAg,UgxroAr10beppw6BMkB4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3118,@Evym-u3k,1 day ago,Hold on /  / to your /  / Faith❤ /  / 😇😇😇 /  / 🇮🇹🇮🇹🇮🇹 /  / lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyFszIU5ayRgFD-V3R4AaABAg,UgyFszIU5ayRgFD-V3R4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3119,@PHEBIE-f7h,1 day ago,REWATCHING /  /  /  /  / ❤❤ATOKGOLD❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzsAh_vngGtMmb_CnV4AaABAg,UgzsAh_vngGtMmb_CnV4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3120,@Evym-u3k,1 day ago,Hold on / to your / Faith❤ / 😇😇😇 / 🇮🇹🇮🇹🇮🇹 / lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzmZU0xHTCfGB2opUx4AaABAg,UgzmZU0xHTCfGB2opUx4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3121,@PHEBIE-f7h,1 day ago,Magandang hapon po sa lahat ng nanonood. / Listening to this envigorating song from Benguet District /  /  / ❤❤Buklod of AtokGold❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxF3KdAAPC9Ei8wrQN4AaABAg,UgxF3KdAAPC9Ei8wrQN4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3122,@Evym-u3k,1 day ago,hello po / masayang / panonood po / INCMV Benguet / mula po sa  /  / lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzKD3PDlHsS6lLwfwB4AaABAg,UgzKD3PDlHsS6lLwfwB4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3123,@Evym-u3k,1 day ago,"""I know it's hard now, / but it's where it gets better.  / A new day brings HOPE  / for a change in the weather."" / 😍INCMV😇 / Lokal ng Atok Gold",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyDeaWwo_DbV2OEAT14AaABAg,UgyDeaWwo_DbV2OEAT14AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3124,@Evym-u3k,1 day ago,😊and / brighter / than the / stars⭐🌟✨ / 😄lokal ng atok gold😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwcirZPILV7TUz4My94AaABAg,UgwcirZPILV7TUz4My94AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3125,@Evym-u3k,1 day ago,"The world thinks your Lost, / But in His Love so Divine, / Our God Has  / Always your Back..” / ❤❤ / Lokal ng Atok Gold",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxhgEztRPqvpk6Xh0Z4AaABAg,UgxhgEztRPqvpk6Xh0Z4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3126,@Evym-u3k,1 day ago,😊 I / know / But I swear / It gets better…. / 😊lokal ng atok gold😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgysULTURcIsD0_Rg1Z4AaABAg,UgysULTURcIsD0_Rg1Z4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3127,@Evym-u3k,1 day ago,❤Hold on / to your / Faith❤ / 😇😇😇 / 🇮🇹🇮🇹🇮🇹 / lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxJ7oh4kUe91u-5sSx4AaABAg,UgxJ7oh4kUe91u-5sSx4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3128,@Evym-u3k,1 day ago,watching po / 🎉🎉🎉 / INCMV / Kapisanang binhi / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz0gzIUVxLiYlzp63V4AaABAg,Ugz0gzIUVxLiYlzp63V4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3129,@Evym-u3k,1 day ago,Masayang  / Nanonood / Mula po  / Sa kapisanang binhi / ❤lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxUBmd2X-yeAaJatPF4AaABAg,UgxUBmd2X-yeAaJatPF4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3130,@Evym-u3k,1 day ago,Laging nanonood / Mula po sa / Kapisanang Binhi / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwxd5H-TK0JclyMY-p4AaABAg,Ugwxd5H-TK0JclyMY-p4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3131,@Evym-u3k,1 day ago,Happy viewing po / Mga kapatid / Mula po sa kapisanang  / binhi ng / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwfw7R-9ffEUSfWd5h4AaABAg,Ugwfw7R-9ffEUSfWd5h4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3132,@Evym-u3k,1 day ago,Masayang /  Panonood po / Tangkilikin po / INCMV / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx8Hn5QYkzyXWPMJdp4AaABAg,Ugx8Hn5QYkzyXWPMJdp4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3133,@Evym-u3k,1 day ago,always supporting po / from our hearts / we say thank you for / all of you / lokal ng atok gold / ❤🇮🇹🌻,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyVtF3obSTAjqiMYPp4AaABAg,UgyVtF3obSTAjqiMYPp4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3134,@Evym-u3k,1 day ago,hello everyone / always online / supporting our / God's Love / 💚🤍❤ / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwGpJF14Z4UyLeqV7p4AaABAg,UgwGpJF14Z4UyLeqV7p4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3135,@BnHydn_4,1 day ago,"Happy viewing po mga kapatid, Mula sa lokal ng La Trinidad ❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyLTxvaAvYLMWmrUdB4AaABAg,UgyLTxvaAvYLMWmrUdB4AaABAg,UCBGtwATEAOhJaVSd9_AsgFw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3136,@AdliselbAoad,1 day ago,Binabati ko po ang Lahat ng Kapatid sa Buong Mundo....... / Fight Fight Fight / Gising Gising Gising / Mula po sa Lokal ng Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugzh06r_rN9BEfGs9iR4AaABAg,Ugzh06r_rN9BEfGs9iR4AaABAg,UCDFkFpLctdryYbzB6sMOn3A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3137,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxUDUy8I77cJ24lzM54AaABAg,UgxUDUy8I77cJ24lzM54AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3138,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgypknKOkN0KYFrEE9Z4AaABAg,UgypknKOkN0KYFrEE9Z4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3139,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyGdXOzWfv93SL8LIB4AaABAg,UgyGdXOzWfv93SL8LIB4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3140,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzJjrB3vKtI7bhSx_N4AaABAg,UgzJjrB3vKtI7bhSx_N4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3141,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgynEx0EqRT0ob4IZbd4AaABAg,UgynEx0EqRT0ob4IZbd4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3142,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzvQgWkRtWufKfniCt4AaABAg,UgzvQgWkRtWufKfniCt4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3143,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwrPJgUc5XNwkLzNdh4AaABAg,UgwrPJgUc5XNwkLzNdh4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3144,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyUW9apucdYuRS5RjJ4AaABAg,UgyUW9apucdYuRS5RjJ4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3145,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzqL-_TZtElsFl_YDR4AaABAg,UgzqL-_TZtElsFl_YDR4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3146,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzatgpAqTd-o715yaZ4AaABAg,UgzatgpAqTd-o715yaZ4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3147,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwDkQowgh9EONcwD-54AaABAg,UgwDkQowgh9EONcwD-54AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3148,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy0I6DU7Rjf0WabBTx4AaABAg,Ugy0I6DU7Rjf0WabBTx4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3149,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugyvmk7R72yo9PsvY3d4AaABAg,Ugyvmk7R72yo9PsvY3d4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3150,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzVBGnaEToart7z9xR4AaABAg,UgzVBGnaEToart7z9xR4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3151,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxlENhVGbx9EMk0QUl4AaABAg,UgxlENhVGbx9EMk0QUl4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3152,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwFfknV7oygnpwAyDx4AaABAg,UgwFfknV7oygnpwAyDx4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3153,@honeyfelecia-t1z,1 day ago,"Happy viewing po, from lokal ng tublay❤🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwFuTXX-YDbcquV_Zt4AaABAg,UgwFuTXX-YDbcquV_Zt4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3154,@honeyfelecia-t1z,1 day ago,HAPPY VIEWING PO❤️🎉🎉,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx5Rp58WZgmHWx1k8F4AaABAg,Ugx5Rp58WZgmHWx1k8F4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3155,@honeyfelecia-t1z,1 day ago,ggooo benguettt!!!!!!! from lokal ng tublay,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyGeAGjD3ij_nsViRd4AaABAg,UgyGeAGjD3ij_nsViRd4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3156,@honeyfelecia-t1z,1 day ago,ggooo benguettt!!!!!!! from lokal ng tublay,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz6UjK7ajbVJQ5CNrF4AaABAg,Ugz6UjK7ajbVJQ5CNrF4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3157,@honeyfelecia-t1z,1 day ago,ggooo benguettt!!!!!!! from lokal ng tublay,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwQErif8wggVRAzldt4AaABAg,UgwQErif8wggVRAzldt4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3158,@honeyfelecia-t1z,1 day ago,"go benguet, from lokal ng tublay",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzAjNwrs_QkGyJxHiF4AaABAg,UgzAjNwrs_QkGyJxHiF4AaABAg,UCvSsVrwfaPypNLePHBa053g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3159,@AdliselbAoad,1 day ago,Lokal ng Baguio City / Gising pa rin / Happy Lunch po!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwkI7-ACN0WUtxZ2Ip4AaABAg,UgwkI7-ACN0WUtxZ2Ip4AaABAg,UCDFkFpLctdryYbzB6sMOn3A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3160,@AdliselbAoad,1 day ago,Happy Viewing po! /  / Mula sa Lokal ng Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx354kXz9TkMsZGdat4AaABAg,Ugx354kXz9TkMsZGdat4AaABAg,UCDFkFpLctdryYbzB6sMOn3A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3161,@ehdwow318,1 day ago,"Let’s keep the momentum going! 🔥Viewership support is ongoing until May 28!! 🎥 /  / Keep watching and supporting!! Definitely worth the watch!! /  / Always watching from Lokal ng Megaroyale, Distrito ng Benguet ❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzcEAgj4FsVZTemzil4AaABAg,UgzcEAgj4FsVZTemzil4AaABAg,UCiwATwwRZ8TCez4FYmw9s0Q,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3162,@icecreamnamainit,1 day ago,Happi 49k po🎉 / - La Trinidad,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugzkd2kWLGlPJTw6HER4AaABAg,Ugzkd2kWLGlPJTw6HER4AaABAg,UCEww66QqjZ0WMGEbN0z08eA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3163,@icecreamnamainit,1 day ago,Happy viewing po.  / - La Trinidad,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxQ4e_ptNVa_lwvdSF4AaABAg,UgxQ4e_ptNVa_lwvdSF4AaABAg,UCEww66QqjZ0WMGEbN0z08eA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3164,@Glysaanongos,1 day ago,Happy viewing lokal ng sayatan,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxF1__mc9HVHfQxCd54AaABAg,UgxF1__mc9HVHfQxCd54AaABAg,UC-UY6PxCwbcv5GCmWET07sA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3165,@PHEBIE-f7h,1 day ago,Re watching here to support our District. / Go Benguet! /  /  /  / ❤❤AtokGold Buklod❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwmNaQS4WdgIXMj_f14AaABAg,UgwmNaQS4WdgIXMj_f14AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3166,@PHEBIE-f7h,1 day ago,Tuloy tuloy lng po kmi sa pakikipagkaisa at pagsuporta sa pinaghirapang awitin ng mga kapatid natin para sa INCMV. / LET'S GO BENGUET!!! / support from LOKAL NG ATOKGOLD,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxsM_2GE89hwFnwKJN4AaABAg,UgxsM_2GE89hwFnwKJN4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3167,@jeanietugad4595,1 day ago,"Pagbati sa mga nasa Binhi,, maligayang panonood,, Kalihiman/Registry,, Atok Gold. ❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz2BXDMNdcoh0yGDp54AaABAg,Ugz2BXDMNdcoh0yGDp54AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3168,@PHEBIE-f7h,1 day ago,Marathon Viewing po to increase our views. / LET US GO BENGUET! FIGHTING! /  /  / ❤❤ATOK GOLD,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy0IC3t4IyIcsYdRsV4AaABAg,Ugy0IC3t4IyIcsYdRsV4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3169,@PHEBIE-f7h,1 day ago,Watch lng nang watch po mga kapatid. MORE VIEWS MORE VIEWS  / GO BENGUET / ATOKGOLD,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw8HgwiI6ebCWMx5SF4AaABAg,Ugw8HgwiI6ebCWMx5SF4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3170,@jeanietugad4595,1 day ago,"Shout out sa Kapisanang Kadiwa,, masayang panonood,, Atok Gold.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwEaPLO9yEVw-LYtzd4AaABAg,UgwEaPLO9yEVw-LYtzd4AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3171,@jeanietugad4595,1 day ago,"Mga kapatid sa kapisanang Bulklod, happy watching po,, Atok Gold.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwZkgIYXHs8co-lEH94AaABAg,UgwZkgIYXHs8co-lEH94AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3172,@jeanietugad4595,1 day ago,"Maligayang panonood sa lahat,, enjoy,, mula sa Atok Gold.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzowBLaONi3wrl9NvR4AaABAg,UgzowBLaONi3wrl9NvR4AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3173,@Glysaanongos,1 day ago,Happy watching po from lokal ng sayatan distrito ng benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzGu0tpGVPS0dnYhnd4AaABAg,UgzGu0tpGVPS0dnYhnd4AaABAg,UC-UY6PxCwbcv5GCmWET07sA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3174,@RkiaMarinas,1 day ago,Ooh ooh ooh🎶 / Happy rewatching po from Atok Gold Locale,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyRh_CpX9cSn2Lpx-94AaABAg,UgyRh_CpX9cSn2Lpx-94AaABAg,UC_hXK1iQMixi6NaOUe9ReKQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3175,@RkiaMarinas,1 day ago,God's love is bigger than the ocean and brighter than the stars🎶  / pagbati mula sa lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx-vl6I8GKN87CpfWR4AaABAg,Ugx-vl6I8GKN87CpfWR4AaABAg,UC_hXK1iQMixi6NaOUe9ReKQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3176,@RkiaMarinas,1 day ago,Happy watching po from lokal ng Atok Gold♥️,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxYRaOgiOgO6-ongnV4AaABAg,UgxYRaOgiOgO6-ongnV4AaABAg,UC_hXK1iQMixi6NaOUe9ReKQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3177,@PHEBIE-f7h,1 day ago,Happy viewing po mga kapatid / ENJOY WATCHING! / Journey to 50k views / LET'S GO BENGUET! /  / ❤❤BUKLOD OF ATOKGOLD❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwmkmMy64d_bY_SM014AaABAg,UgwmkmMy64d_bY_SM014AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3178,@PHEBIE-f7h,1 day ago,On track for 50k views. / Let's go Benguet! /  /  /  / ❤ATOKGOLD BUKLOD❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugyx1YrcTt0iucPg3V94AaABAg,Ugyx1YrcTt0iucPg3V94AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3179,@yansycabael,1 day ago,"Happy viewing po mga kapatid, pagbati po mula sa kapisanang Kadiwa ng Lokal ng Norcar!💚🤍❤️ /  / Let’s Go Benguet! 🍓🍓 / Let’s Go KADIWA! 💙",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyVpPFqyNlw4rkvVoJ4AaABAg,UgyVpPFqyNlw4rkvVoJ4AaABAg,UCiWxo3WX86_M08JRP1RYd7g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3180,@MaryannGarlitos,1 day ago,Never stop...God's love p rin for the top...fr Baguio city,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwCPybUEA4mq5ime414AaABAg,UgwCPybUEA4mq5ime414AaABAg,UCHzN0f0aVdyEx5DWA_plw0w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3181,@MaryannGarlitos,1 day ago,Happy watching po everyone... fr lokal ng Baguio city,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx02zkKcR0Iiw7FvhV4AaABAg,Ugx02zkKcR0Iiw7FvhV4AaABAg,UCHzN0f0aVdyEx5DWA_plw0w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
